point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI,deficit_pct,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,suggestion,oni
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-08-16,2020-08-31,2020-08_Q2,8,2,23.74,0.41,216.76,9.0,63.25,0.364,0.617,-0.641,-0.963,137.21,43.66,1130.02,0.7092,29.08,0.0,0.0,0.2795,0.0,0.0,192.74,MEDIUM,-0.43
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-09-01,2020-09-15,2020-09_Q1,9,1,24.13,0.55,66.4,4.0,56.5,0.613,0.59,-0.306,-0.78,137.21,83.49,1170.86,0.7123,28.77,0.0,0.0,0.3571,0.0,0.0,256.93,HIGH,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-09-16,2020-09-30,2020-09_Q2,9,2,24.03,0.51,162.68,7.0,56.5,0.423,0.895,0.128,-0.775,137.21,118.11,1142.77,0.7114,28.86,0.0,0.0,0.3466,0.0,0.0,260.02,HIGH,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-10-01,2020-10-15,2020-10_Q1,10,1,24.04,0.51,144.48,4.0,56.88,0.715,1.024,0.384,-0.648,137.21,137.21,1178.46,0.7118,28.82,0.0,0.0,0.343,0.0,0.0,260.02,HIGH,-1.0
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-10-16,2020-10-31,2020-10_Q2,10,2,24.12,0.59,119.64,10.0,56.88,0.987,0.847,0.667,-0.623,137.21,137.21,1162.06,0.7122,28.78,0.0,0.1344,0.3393,0.0,43.59,260.02,HIGH,-1.0
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-11-01,2020-11-15,2020-11_Q1,11,1,23.62,0.52,222.73,7.0,51.91,0.512,1.049,0.979,-0.482,137.21,137.21,1170.12,0.7114,28.86,0.0,0.314,0.3335,0.0,112.45,260.02,HIGH,-1.11
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-11-16,2020-11-30,2020-11_Q2,11,2,23.94,0.5,144.86,8.0,51.91,0.703,0.972,0.973,-0.127,137.21,137.21,1225.74,0.7107,28.93,0.0,0.4927,0.3277,0.0,192.74,260.02,HIGH,-1.11
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-12-01,2020-12-15,2020-12_Q1,12,1,24.04,0.39,154.12,6.0,57.75,0.647,0.93,0.969,-0.02,137.21,104.68,1236.89,0.7101,28.99,0.0,0.6128,0.3267,0.0,256.93,260.02,NOT_SUITABLE,-1.06
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2020-12-16,2020-12-31,2020-12_Q2,12,2,24.54,0.63,42.21,1.0,57.75,0.179,0.999,1.134,0.094,137.21,57.83,1227.88,0.7094,29.06,0.3491,0.5802,0.3257,43.59,260.02,260.02,NOT_SUITABLE,-1.06
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-01-01,2021-01-15,2021-01_Q1,1,1,24.67,0.46,80.06,3.0,68.44,-0.423,0.463,0.907,0.223,137.21,18.79,1249.06,0.7324,26.76,0.7865,0.5848,0.3256,112.45,260.02,260.02,NOT_SUITABLE,-0.99
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-01-16,2021-01-31,2021-01_Q2,1,2,25.83,0.73,0.0,0.0,68.44,-0.508,0.094,0.628,0.069,137.21,0.0,1217.25,0.7215,27.85,0.9271,0.4899,0.2709,149.15,216.42,216.42,NOT_SUITABLE,-0.99
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-02-01,2021-02-15,2021-02_Q1,2,1,27.55,0.45,29.3,3.0,88.73,-0.637,-0.286,0.684,0.036,137.21,0.0,1220.88,0.7208,27.92,0.8977,0.35,0.1903,144.48,147.57,147.57,NOT_SUITABLE,-0.85
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-02-16,2021-02-28,2021-02_Q2,2,2,27.34,0.74,9.82,2.0,88.73,-0.709,-0.643,0.469,-0.024,137.21,0.0,1220.88,0.7179,28.21,0.4142,0.1673,0.0894,67.28,67.28,67.28,HIGH,-0.85
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-03-01,2021-03-15,2021-03_Q1,3,1,27.2,0.63,67.69,4.0,87.95,-0.543,-0.792,0.304,0.095,137.21,0.0,1231.95,0.7339,26.61,0.0219,0.0082,0.0042,3.09,3.09,3.09,LOW,-0.74
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-03-16,2021-03-31,2021-03_Q2,3,2,26.13,0.88,126.27,7.0,87.95,0.684,-0.042,0.409,0.338,137.21,0.0,1297.05,0.7865,21.35,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.74
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-04-01,2021-04-15,2021-04_Q1,4,1,24.94,0.99,339.19,10.0,62.87,1.728,0.761,0.563,0.529,137.21,58.62,1361.99,0.7957,20.43,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.56
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-04-16,2021-04-30,2021-04_Q2,4,2,24.51,0.81,312.81,8.0,62.87,1.162,0.705,0.366,0.568,137.21,66.91,1384.03,0.8097,19.03,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.56
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-05-01,2021-05-15,2021-05_Q1,5,1,24.38,1.02,273.16,9.0,63.57,-0.681,0.52,0.093,0.585,137.21,57.5,1384.82,0.8179,18.21,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.4
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-05-16,2021-05-31,2021-05_Q2,5,2,24.53,0.75,164.19,4.0,63.57,-0.501,0.662,-0.075,0.541,137.21,79.0,1384.52,0.8177,18.23,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.4
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-06-01,2021-06-15,2021-06_Q1,6,1,23.88,0.75,321.23,9.0,57.3,0.427,0.999,0.152,0.596,137.21,100.76,1370.46,0.8176,18.24,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.31
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-06-16,2021-06-30,2021-06_Q2,6,2,23.98,0.68,276.98,7.0,57.3,0.652,0.771,0.381,0.84,137.21,104.94,1405.18,0.8175,18.25,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.31
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-07-01,2021-07-15,2021-07_Q1,7,1,24.51,0.61,148.54,4.0,65.26,0.39,0.017,0.552,0.797,137.21,83.7,1385.35,0.8185,18.15,0.0,0.0,0.0186,0.0,0.0,12.53,LOW,-0.35
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-07-16,2021-07-31,2021-07_Q2,7,2,24.76,1.1,271.03,4.0,65.26,0.242,0.126,0.692,0.66,137.21,71.9,1351.44,0.8195,18.05,0.0,0.0,0.1046,0.0,0.0,70.27,LOW,-0.35
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-08-01,2021-08-15,2021-08_Q1,8,1,24.38,0.73,123.07,4.0,59.42,0.62,0.535,0.693,0.726,137.21,58.43,1364.48,0.8196,18.04,0.0,0.0,0.1879,0.0,0.0,129.1,MEDIUM,-0.46
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-08-16,2021-08-31,2021-08_Q2,8,2,23.8,0.65,227.28,7.0,59.42,0.848,0.515,0.873,0.716,137.21,61.27,1359.43,0.8197,18.03,0.0,0.0,0.2876,0.0,0.0,202.07,MEDIUM,-0.46
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-09-01,2021-09-15,2021-09_Q1,9,1,24.05,0.58,153.39,6.0,56.87,0.083,0.362,0.875,0.525,137.21,79.33,1341.82,0.8202,17.98,0.0,0.0,0.3407,0.0,0.0,244.29,HIGH,-0.64
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-09-16,2021-09-30,2021-09_Q2,9,2,24.18,0.79,105.9,6.0,56.87,-0.098,0.21,0.683,0.452,137.21,97.49,1329.29,0.8207,17.93,0.0,0.0,0.3985,0.0,0.0,291.78,HIGH,-0.64
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-10-01,2021-10-15,2021-10_Q1,10,1,24.14,0.53,150.07,7.0,55.65,-0.705,0.027,0.026,0.184,137.21,101.75,1269.06,0.821,17.9,0.0,0.0378,0.3945,0.0,12.53,291.78,HIGH,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-10-16,2021-10-31,2021-10_Q2,10,2,23.58,0.4,201.2,6.0,55.65,-1.261,-0.239,-0.079,0.201,137.21,117.23,1237.05,0.8213,17.87,0.0,0.2067,0.3906,0.0,70.27,291.78,HIGH,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-11-01,2021-11-15,2021-11_Q1,11,1,23.61,0.46,67.89,4.0,51.19,-1.56,-1.365,-0.186,0.129,137.21,89.82,1183.99,0.8217,17.83,0.0,0.3559,0.3836,0.0,129.1,291.78,HIGH,-0.91
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-11-16,2021-11-30,2021-11_Q2,11,2,23.55,0.65,88.76,5.0,51.19,-0.179,-0.949,-0.007,0.237,137.21,125.18,1188.28,0.8219,17.81,0.0,0.5232,0.3768,0.0,202.07,291.78,NOT_SUITABLE,-0.91
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-12-01,2021-12-15,2021-12_Q1,12,1,24.48,0.58,29.82,1.0,59.9,0.698,-0.83,-0.117,0.224,137.21,86.86,1187.73,0.8226,17.74,0.1041,0.6145,0.3793,12.53,244.29,291.78,NOT_SUITABLE,-0.83
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2021-12-16,2021-12-31,2021-12_Q2,12,2,24.54,0.47,0.0,0.0,59.9,-0.216,-0.916,-0.304,0.314,137.21,34.62,1187.32,0.8232,17.68,0.561,0.7119,0.3817,70.27,291.78,291.78,NOT_SUITABLE,-0.83
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-01-01,2022-01-15,2022-01_Q1,1,1,24.22,0.46,0.0,0.0,64.66,-0.64,-0.525,-0.367,0.324,137.21,0.0,1179.28,0.8147,18.53,0.8637,0.6837,0.3656,116.57,279.25,279.25,NOT_SUITABLE,-0.76
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-01-16,2022-01-31,2022-01_Q2,1,2,25.53,0.74,23.31,1.0,64.66,-0.367,-0.497,-0.497,0.38,137.21,0.0,1184.24,0.8051,19.49,0.9075,0.5442,0.2902,131.8,221.51,221.51,NOT_SUITABLE,-0.76
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-02-01,2022-02-15,2022-02_Q1,2,1,25.86,0.67,121.96,3.0,73.79,0.329,0.034,-0.514,0.429,137.21,0.0,1185.94,0.8108,18.92,0.81,0.4089,0.2165,115.19,162.68,162.68,NOT_SUITABLE,-0.68
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-02-16,2022-02-28,2022-02_Q2,2,2,26.35,0.68,19.54,1.0,73.79,0.406,-0.106,-0.69,0.459,137.21,0.0,1185.94,0.8149,18.51,0.6437,0.2311,0.1215,89.71,89.71,89.71,NOT_SUITABLE,-0.68
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-03-01,2022-03-15,2022-03_Q1,3,1,24.59,0.47,78.27,5.0,69.15,0.641,0.14,-0.401,0.524,137.21,0.0,1196.49,0.8287,17.13,0.3617,0.1278,0.0654,47.49,47.49,47.49,HIGH,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-03-16,2022-03-31,2022-03_Q2,3,2,25.56,0.68,156.47,7.0,69.15,0.493,0.262,-0.426,0.249,137.21,0.0,1140.45,0.7963,20.37,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-04-01,2022-04-15,2022-04_Q1,4,1,24.9,0.69,204.15,8.0,60.21,0.81,0.739,-0.084,0.012,137.21,19.57,1103.59,0.7966,20.34,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.86
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-04-16,2022-04-30,2022-04_Q2,4,2,23.93,0.68,292.02,11.0,60.21,1.71,1.445,0.558,0.225,137.21,105.35,1182.85,0.7968,20.32,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.86
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-05-01,2022-05-15,2022-05_Q1,5,1,24.49,0.84,332.98,5.0,61.96,1.706,1.629,1.262,0.413,137.21,137.21,1242.48,0.7972,20.28,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.83
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-05-16,2022-05-31,2022-05_Q2,5,2,24.21,0.52,364.12,5.0,61.96,1.106,1.717,1.422,0.385,137.21,137.21,1251.64,0.7976,20.24,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.83
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-06-01,2022-06-15,2022-06_Q1,6,1,23.27,0.54,220.41,6.0,51.59,1.527,1.648,1.53,0.507,137.21,137.21,1255.18,0.7972,20.28,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.73
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-06-16,2022-06-30,2022-06_Q2,6,2,23.19,0.51,242.3,7.0,51.59,1.422,1.896,1.854,0.75,137.21,137.21,1292.37,0.7969,20.31,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.73
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-07-01,2022-07-15,2022-07_Q1,7,1,24.18,0.47,259.84,4.0,60.01,1.361,1.939,1.847,0.797,137.21,106.24,1281.71,0.7968,20.32,0.0,0.0,0.0,0.0,0.0,0.0,LOW,-0.7
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-07-16,2022-07-31,2022-07_Q2,7,2,23.99,0.72,281.66,7.0,60.01,1.156,1.882,1.801,1.057,137.21,130.36,1317.04,0.7967,20.33,0.0,0.0,0.0483,0.0,0.0,33.23,LOW,-0.7
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-08-01,2022-08-15,2022-08_Q1,8,1,23.86,0.67,210.45,4.0,58.18,1.75,1.868,1.742,1.182,137.21,137.21,1344.41,0.7971,20.29,0.0,0.0,0.152,0.0,0.0,107.11,MEDIUM,-0.78
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-08-16,2022-08-31,2022-08_Q2,8,2,24.03,0.71,90.94,3.0,58.18,1.643,1.746,1.71,1.246,137.21,137.21,1347.45,0.7976,20.24,0.0,0.0,0.2508,0.0,0.0,181.04,MEDIUM,-0.78
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-09-01,2022-09-15,2022-09_Q1,9,1,24.15,0.45,154.96,4.0,55.08,0.815,1.674,1.683,1.258,137.21,137.21,1367.55,0.7979,20.21,0.0,0.0,0.2841,0.0,0.0,211.11,MEDIUM,-0.87
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-09-16,2022-09-30,2022-09_Q2,9,2,23.67,0.54,246.65,8.0,55.08,0.963,1.359,1.701,1.22,137.21,137.21,1414.78,0.7982,20.18,0.0,0.0,0.3434,0.0,0.0,262.28,HIGH,-0.87
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-10-01,2022-10-15,2022-10_Q1,10,1,23.8,0.54,123.94,4.0,52.94,1.071,1.478,1.748,1.373,137.21,137.21,1458.99,0.7984,20.16,0.0,0.0,0.3655,0.0,0.0,286.18,HIGH,-0.89
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-10-16,2022-10-31,2022-10_Q2,10,2,23.32,0.32,420.7,11.0,52.94,1.691,1.591,1.735,1.511,137.21,137.21,1541.55,0.7986,20.14,0.0,0.0971,0.3571,0.0,33.23,286.18,HIGH,-0.89
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-11-01,2022-11-15,2022-11_Q1,11,1,23.52,0.5,169.15,7.0,49.96,1.704,1.669,1.763,1.658,137.21,137.21,1628.09,0.799,20.1,0.0,0.2915,0.3758,0.0,107.11,308.6,HIGH,-0.82
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-11-16,2022-11-30,2022-11_Q2,11,2,23.53,0.61,154.12,5.0,49.96,1.018,1.621,1.701,1.744,137.21,137.21,1609.28,0.7993,20.07,0.0,0.4612,0.367,0.0,181.04,308.6,HIGH,-0.82
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-12-01,2022-12-15,2022-12_Q1,12,1,23.56,0.63,53.34,2.0,56.36,0.077,1.596,1.716,1.72,137.21,84.5,1596.07,0.7995,20.05,0.0,0.5126,0.3639,0.0,211.11,308.6,NOT_SUITABLE,-0.7
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2022-12-16,2022-12-31,2022-12_Q2,12,2,24.87,0.51,0.0,0.0,56.36,-0.605,1.415,1.607,1.783,137.21,31.27,1596.49,0.7997,20.03,0.2776,0.6089,0.3612,33.23,262.28,308.6,NOT_SUITABLE,-0.7
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-01-01,2023-01-15,2023-01_Q1,1,1,24.06,0.79,110.36,4.0,56.47,1.197,1.437,1.671,1.77,137.21,26.79,1636.26,0.8079,19.21,0.7803,0.6427,0.3558,107.11,286.18,308.6,NOT_SUITABLE,-0.55
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-01-16,2023-01-31,2023-01_Q2,1,2,24.15,0.4,2.53,1.0,56.47,1.192,0.961,1.642,1.748,137.21,0.0,1631.3,0.8245,17.55,0.9561,0.5512,0.315,147.81,252.95,277.05,NOT_SUITABLE,-0.55
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-02-01,2023-02-15,2023-02_Q1,2,1,26.06,1.1,0.0,0.0,72.64,0.124,0.361,1.511,1.711,137.21,0.0,1621.25,0.8147,18.53,0.668,0.444,0.2872,104.0,201.49,251.06,NOT_SUITABLE,-0.33
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-02-16,2023-02-28,2023-02_Q2,2,2,26.65,0.71,48.22,1.0,72.64,0.276,0.543,1.417,1.698,137.21,0.0,1624.65,0.8146,18.54,0.5193,0.2846,0.237,81.25,127.56,205.77,NOT_SUITABLE,-0.33
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-03-01,2023-03-15,2023-03_Q1,3,1,25.84,1.66,239.85,7.0,73.85,1.208,1.017,1.486,1.708,137.21,0.0,1645.91,0.824,17.6,0.4929,0.2235,0.2198,75.07,97.49,188.11,HIGH,-0.11
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-03-16,2023-03-31,2023-03_Q2,3,2,25.48,1.09,0.0,0.0,73.85,0.893,0.939,1.349,1.715,137.21,0.0,1650.2,0.8225,17.75,0.1616,0.1093,0.1848,23.89,46.32,155.88,MEDIUM,-0.11
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-04-01,2023-04-15,2023-04_Q1,4,1,26.25,1.09,153.87,7.0,70.7,0.117,0.433,1.177,1.658,137.21,0.0,1619.79,0.808,19.2,0.1538,0.0531,0.1594,22.43,22.43,131.98,MEDIUM,0.19
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-04-16,2023-04-30,2023-04_Q2,4,2,24.61,0.51,191.22,9.0,70.7,0.188,0.479,0.755,1.623,137.21,20.41,1566.81,0.8096,19.04,0.1558,0.0573,0.1624,22.43,24.1,131.98,MEDIUM,0.19
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-05-01,2023-05-15,2023-05_Q1,5,1,25.83,0.76,133.44,5.0,69.62,-0.86,-0.045,-0.031,1.61,137.21,0.0,1485.44,0.7959,20.41,0.0,0.1179,0.1377,0.0,49.56,109.56,LOW,0.46
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-05-16,2023-05-31,2023-05_Q2,5,2,24.56,0.71,291.14,8.0,69.62,-0.595,0.149,0.104,1.643,137.21,40.65,1506.43,0.7971,20.29,0.0,0.1863,0.1408,0.0,78.21,109.56,MEDIUM,0.46
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-06-01,2023-06-15,2023-06_Q1,6,1,24.77,0.64,211.14,6.0,64.86,1.106,-0.043,0.348,1.662,137.21,47.79,1499.5,0.7988,20.12,0.0,0.2159,0.1411,0.0,90.62,109.56,MEDIUM,0.73
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-06-16,2023-06-30,2023-06_Q2,6,2,25.02,0.84,90.92,3.0,64.86,0.338,0.005,0.474,1.516,137.21,41.85,1462.58,0.8005,19.95,0.0116,0.2611,0.1707,1.68,109.56,132.25,MEDIUM,0.73
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-07-01,2023-07-15,2023-07_Q1,7,1,25.07,0.67,288.77,6.0,72.28,0.308,0.025,0.353,1.555,137.21,22.01,1484.39,0.8018,19.82,0.3442,0.2699,0.2524,49.56,109.56,194.22,HIGH,1.0
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-07-16,2023-07-31,2023-07_Q2,7,2,25.76,0.53,227.88,2.0,72.28,0.091,-0.173,0.389,1.413,137.21,0.0,1446.45,0.802,19.8,0.5341,0.2749,0.3344,76.53,107.88,255.59,NOT_SUITABLE,1.0
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-08-01,2023-08-15,2023-08_Q1,8,1,25.82,0.38,57.55,1.0,72.99,-1.229,0.085,0.155,1.09,137.21,0.0,1399.42,0.7732,22.68,0.2986,0.1599,0.3246,41.05,59.99,246.45,HIGH,1.25
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-08-16,2023-08-31,2023-08_Q2,8,2,25.31,0.73,194.26,7.0,72.99,-1.374,-0.422,0.091,0.923,137.21,0.0,1378.81,0.7567,24.33,0.2379,0.0875,0.373,31.35,31.35,281.63,HIGH,1.25
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-09-01,2023-09-15,2023-09_Q1,9,1,25.38,0.69,157.96,7.0,68.31,-1.2,-0.86,-0.5,0.538,137.21,0.0,1339.49,0.7503,24.97,0.1522,0.0531,0.4557,18.94,18.94,357.4,HIGH,1.5
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-09-16,2023-09-30,2023-09_Q2,9,2,25.49,0.4,99.05,4.0,68.31,-1.52,-1.296,-1.003,0.151,137.21,0.0,1265.86,0.7398,26.02,0.0,0.0639,0.4948,0.0,22.69,401.88,HIGH,1.5
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-10-01,2023-10-15,2023-10_Q1,10,1,24.78,0.63,164.74,8.0,61.6,-0.279,-1.167,-0.839,0.175,137.21,62.34,1284.8,0.7404,25.96,0.0,0.2328,0.5494,0.0,84.66,455.82,NOT_SUITABLE,1.74
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-10-16,2023-10-31,2023-10_Q2,10,2,24.46,0.63,108.98,6.0,61.6,0.281,-1.463,-0.964,-0.033,137.21,79.73,1208.86,0.7409,25.91,0.0,0.3972,0.5384,0.0,147.71,455.82,NOT_SUITABLE,1.74
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-11-01,2023-11-15,2023-11_Q1,11,1,24.56,0.88,193.93,4.0,57.98,0.081,-0.899,-0.314,-0.01,137.21,115.35,1190.62,0.7414,25.86,0.0,0.4854,0.5353,0.0,186.46,455.82,NOT_SUITABLE,1.9
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-11-16,2023-11-30,2023-11_Q2,11,2,24.59,0.61,78.85,4.0,57.98,-0.545,-1.354,-0.881,-0.32,137.21,75.55,1139.24,0.7417,25.83,0.1767,0.631,0.532,22.69,250.27,455.82,NOT_SUITABLE,1.9
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-12-01,2023-12-15,2023-12_Q1,12,1,25.91,0.87,0.0,0.0,69.1,-1.421,-1.085,-1.251,-0.412,137.21,16.08,1137.88,0.7426,25.74,0.6443,0.7916,0.5387,84.66,338.46,455.82,NOT_SUITABLE,1.99
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2023-12-16,2023-12-31,2023-12_Q2,12,2,25.23,0.71,264.23,7.0,69.1,-1.051,-0.411,-1.343,-0.191,137.21,0.0,1157.07,0.7294,27.06,0.9317,0.8294,0.5181,125.02,379.18,433.13,NOT_SUITABLE,1.99
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-01-01,2024-01-15,2024-01_Q1,1,1,25.12,0.31,4.68,1.0,73.65,-0.892,-1.069,-1.44,-0.538,137.21,0.0,1107.37,0.6928,30.72,0.761,0.7965,0.448,101.8,371.16,371.16,NOT_SUITABLE,1.84
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-01-16,2024-01-31,2024-01_Q2,1,2,26.46,0.45,7.12,1.0,73.65,-1.232,-1.113,-1.557,-0.639,137.21,0.0,1111.06,0.6759,32.41,0.7653,0.649,0.3749,102.56,308.11,308.11,NOT_SUITABLE,1.84
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-02-01,2024-02-15,2024-02_Q1,2,1,25.76,1.05,159.99,4.0,74.03,0.48,-1.217,-1.307,-0.497,137.21,0.0,1135.97,0.6954,30.46,0.936,0.5762,0.3321,152.0,269.36,269.36,NOT_SUITABLE,1.53
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-02-16,2024-02-29,2024-02_Q2,2,2,27.05,1.14,0.0,0.0,74.03,0.862,-0.54,-1.206,-0.533,137.21,0.0,1135.73,0.6997,30.03,0.8022,0.4467,0.2568,151.6,205.54,205.54,NOT_SUITABLE,1.53
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-03-01,2024-03-15,2024-03_Q1,3,1,28.57,0.78,134.18,3.0,107.62,-0.803,-0.742,-1.092,-1.087,137.21,0.0,1094.69,0.6674,33.26,0.6911,0.2804,0.1547,117.36,117.36,117.36,NOT_SUITABLE,1.18
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-03-16,2024-03-31,2024-03_Q2,3,2,27.74,1.15,96.62,7.0,107.62,-1.047,-0.774,-0.931,-1.217,137.21,0.0,1097.91,0.6631,33.69,0.3555,0.1424,0.075,53.94,53.94,53.94,HIGH,1.18
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-04-01,2024-04-15,2024-04_Q1,4,1,28.22,1.11,69.29,6.0,88.64,-1.277,-0.988,-1.304,-1.332,137.21,0.0,1069.91,0.6454,35.46,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-04-16,2024-04-30,2024-04_Q2,4,2,25.66,1.78,240.78,8.0,88.64,-1.275,-0.919,-1.274,-1.272,137.21,22.14,1073.46,0.6458,35.42,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0.77
p001,8.339260162737142,-73.63437940782343,cacao_ccn51,2024-05-01,2024-05-15,2024-05_Q1,5,1,25.19,0.71,267.69,9.0,70.16,-0.021,-1.011,-1.292,-1.147,137.21,49.86,1131.58,0.6567,34.33,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0.43
